Tiempo (ms)	Antebrazo	Cuello
2090	504	511
2091	504	509
2092	511	506
2093	514	508
2094	509	512
2095	504	511
2096	507	508
2097	507	506
2098	510	505
2099	508	504
2100	507	507
2101	508	508
2102	505	511
2103	505	508
2104	505	508
2105	506	507
2106	506	508
2107	508	508
2108	512	510
2109	514	512
2110	513	508
2111	513	509
2112	510	510
2113	509	511
2114	506	510
2115	508	511
2116	509	512
2117	505	511
2118	503	508
2119	502	508
2120	508	506
2121	508	508
2122	509	512
2123	510	511
2124	510	510
2125	509	507
2126	509	508
2127	509	509
2128	505	511
2129	505	508
2130	508	513
2131	507	510
2132	508	506
2133	507	512
2134	507	514
2135	509	512
2136	508	510
2137	512	509
2138	508	507
2139	508	508
2140	507	508
2141	507	504
2142	513	508
2143	512	507
2144	506	509
2145	503	511
2146	498	509
2147	500	508
2148	502	509
2149	501	509
2150	510	511
2151	512	511
2152	515	509
2153	515	512
2154	513	512
2155	510	514
2156	510	512
2157	508	509
2158	505	509
2159	502	506
2160	505	505
2161	507	505
2162	508	507
2163	508	508
2164	508	510
2165	505	508
2166	501	510
2167	508	509
2168	509	505
2169	512	508
2170	514	513
2171	510	512
2172	513	509
2173	514	510
2174	510	508
2175	506	508
2176	505	508
2177	510	511
2178	508	511
2179	509	512
2180	509	510
2181	502	509
2182	505	508
2183	504	508
2184	504	511
2185	507	511
2186	510	508
2187	514	503
2188	514	502
2189	509	507
2190	507	508
2191	504	508
2192	507	509
2193	505	511
2194	504	512
2195	504	514
2196	500	513
2197	501	510
2198	502	507
2199	504	507
2200	506	507
2201	509	508
2202	511	508
2203	518	512
2204	515	508
2205	518	507
2206	519	510
2207	512	511
2208	507	511
2209	508	511
2210	509	511
2211	507	514
2212	505	510
2213	507	506
2214	503	503
2215	500	504
2216	498	507
2217	502	507
2218	509	507
2219	508	511
2220	511	507
2221	511	508
2222	511	507
2223	513	510
2224	513	513
2225	510	510
2226	507	509
2227	506	511
2228	504	508
2229	502	511
2230	502	511
2231	506	509
2232	512	510
2233	512	508
2234	511	509
2235	510	509
2236	510	507
2237	503	507
2238	502	508
2239	508	509
2240	512	510
2241	512	511
2242	512	513
2243	512	511
2244	508	507
2245	507	507
2246	504	509
2247	504	511
2248	503	511
2249	503	511
2250	502	507
2251	506	510
2252	506	509
2253	511	505
2254	512	507
2255	512	508
2256	512	510
2257	513	510
2258	512	511
2259	512	511
2260	512	510
2261	504	512
2262	505	508
2263	504	510
2264	504	506
2265	503	508
2266	505	505
2267	504	504
2268	507	507
2269	506	508
2270	509	512
2271	510	511
2272	508	514
2273	505	511
2274	504	510
2275	506	507
2276	506	508
2277	506	506
2278	515	505
2279	508	509
2280	505	513
2281	507	509
2282	511	510
2283	508	511
2284	506	508
2285	508	509
2286	503	512
2287	503	513
2288	510	512
2289	519	510
2290	514	508
2291	513	507
2292	514	508
2293	515	512
2294	511	510
2295	504	513
2296	501	511
2297	503	506
2298	507	507
2299	510	507
2300	507	505
2301	506	506
2302	509	509
2303	504	511
2304	500	510
2305	510	510
2306	511	510
2307	510	508
2308	508	502
2309	511	504
2310	508	510
2311	505	512
2312	507	513
2313	507	513
2314	508	512
2315	507	511
2316	510	507
2317	504	504
2318	503	508
2319	505	512
2320	505	512
2321	505	512
2322	504	509
2323	509	508
2324	512	504
2325	516	507
2326	515	511
2327	513	513
2328	510	513
2329	510	513
2330	506	507
2331	504	508
2332	505	508
2333	503	511
2334	504	510
2335	509	512
2336	507	508
2337	507	508
2338	508	508
2339	508	507
2340	504	505
2341	510	506
2342	513	510
2343	515	510
2344	514	513
2345	509	508
2346	509	509
2347	505	509
2348	507	510
2349	508	511
2350	508	511
2351	505	509
2352	499	509
2353	500	509
2354	501	508
2355	511	505
2356	512	504
2357	509	504
2358	513	505
2359	510	512
2360	505	509
2361	502	511
2362	503	510
2363	506	505
2364	504	508
2365	504	511
2366	507	509
2367	513	509
2368	514	511
2369	508	509
2370	507	511
2371	508	509
2372	507	509
2373	507	510
2374	509	512
2375	512	510
2376	512	509
2377	507	511
2378	505	510
2379	503	508
2380	504	510
2381	504	507
2382	509	508
2383	510	508
2384	511	507
2385	511	504
2386	510	501
2387	513	505
2388	512	508
2389	506	510
2390	506	510
2391	505	509
2392	503	511
2393	504	514
2394	508	514
2395	505	514
2396	505	510
2397	505	510
2398	506	510
2399	507	510
2400	508	510
2401	506	509
2402	505	510
2403	502	509
2404	504	511
2405	509	509
2406	509	512
2407	507	512
2408	507	509
2409	510	510
2410	513	509
2411	508	508
2412	511	505
2413	515	506
2414	515	504
2415	514	505
2416	511	512
2417	508	514
2418	501	513
2419	504	511
2420	502	510
2421	502	507
2422	508	508
2423	512	506
2424	511	508
2425	510	508
2426	513	507
2427	513	505
2428	508	509
2429	507	510
2430	504	509
2431	502	510
2432	505	511
2433	504	509
2434	498	508
2435	499	511
2436	505	509
2437	508	507
2438	509	510
2439	512	510
2440	515	510
2441	514	509
2442	507	508
2443	509	510
2444	510	509
2445	509	509
2446	504	507
2447	505	505
2448	508	507
2449	510	509
2450	509	512
2451	507	510
2452	508	510
2453	505	506
2454	509	510
2455	511	508
2456	508	511
2457	506	508
2458	505	507
2459	507	509
2460	511	511
2461	513	511
2462	511	512
2463	507	512
2464	510	510
2465	512	509
2466	510	509
2467	508	507
2468	504	508
2469	502	508
2470	503	508
2471	502	504
2472	505	504
2473	507	507
2474	508	509
2475	511	508
2476	508	508
2477	506	507
2478	504	508
2479	504	508
2480	505	504
2481	505	507
2482	512	510
2483	517	508
2484	517	511
2485	512	517
2486	510	516
2487	508	510
2488	511	507
2489	510	508
2490	507	508
2491	507	508
2492	510	510
2493	508	510
2494	504	511
2495	505	513
2496	504	511
2497	498	509
2498	500	508
2499	504	508
2500	511	510
2501	519	508
2502	520	507
2503	513	508
2504	508	509
2505	509	509
2506	510	511
2507	507	513
2508	504	512
2509	502	509
2510	504	504
2511	503	507
2512	503	505
2513	506	506
2514	508	507
2515	506	509
2516	504	510
2517	507	511
2518	506	511
2519	508	511
2520	508	514
2521	506	515
2522	505	513
2523	507	511
2524	506	511
2525	509	508
2526	511	508
2527	513	507
2528	515	507
2529	514	508
2530	510	508
2531	504	510
2532	506	510
2533	501	510
2534	499	509
2535	500	511
2536	504	510
2537	508	508
2538	513	511
2539	516	510
2540	520	510
2541	518	511
2542	512	510
2543	510	508
2544	508	509
2545	515	508
2546	512	509
2547	509	511
2548	508	509
2549	505	509
2550	500	506
2551	500	505
2552	504	504
2553	507	507
2554	506	509
2555	504	510
2556	500	510
2557	502	511
2558	508	511
2559	510	511
2560	508	507
2561	508	505
2562	511	508
2563	510	508
2564	512	510
2565	512	508
2566	511	508
2567	511	508
2568	506	510
2569	506	509
2570	508	507
2571	508	511
2572	511	510
2573	508	512
2574	503	512
2575	506	513
2576	505	509
2577	510	510
2578	508	508
2579	506	506
2580	506	504
2581	505	507
2582	508	509
2583	507	511
2584	505	513
2585	507	511
2586	507	510
2587	509	510
2588	511	508
2589	511	509
2590	512	506
2591	510	511
2592	512	507
2593	514	505
2594	510	507
2595	507	507
2596	502	507
2597	504	506
2598	511	508
2599	508	508
2600	506	511
2601	507	514
2602	508	512
2603	506	512
2604	505	511
2605	507	509
2606	505	511
2607	507	509
2608	502	509
2609	503	509
2610	507	508
2611	509	509
2612	511	510
2613	511	509
2614	507	510
2615	504	511
2616	506	511
2617	510	513
2618	512	513
2619	516	512
2620	518	511
2621	511	507
2622	507	506
2623	504	507
2624	498	507
2625	499	508
2626	505	507
2627	513	502
2628	515	500
2629	513	500
2630	517	502
2631	514	502
2632	507	508
2633	505	509
2634	503	508
2635	506	507
2636	508	501
2637	505	500
2638	505	500
2639	507	505
2640	504	511
2641	505	510
2642	505	512
2643	507	513
2644	505	515
2645	508	518
2646	506	512
2647	503	511
2648	507	511
2649	508	513
2650	508	515
2651	512	517
2652	509	516
2653	513	514
2654	516	512
2655	516	510
2656	509	513
2657	505	513
2658	503	513
2659	502	512
2660	502	510
2661	502	509
2662	505	507
2663	504	506
2664	512	507
2665	511	509
2666	508	511
2667	508	513
2668	512	511
2669	514	510
2670	516	509
2671	508	510
2672	505	511
2673	505	510
2674	509	511
2675	513	508
2676	514	505
2677	514	509
2678	513	508
2679	508	511
2680	504	512
2681	501	511
2682	503	508
2683	506	508
2684	505	508
2685	496	507
2686	497	511
2687	501	510
2688	506	505
2689	516	505
2690	515	504
2691	511	506
2692	512	507
2693	508	504
2694	505	505
2695	511	508
2696	510	510
2697	510	509
2698	511	508
2699	508	508
2700	506	510
2701	504	508
2702	503	511
2703	500	513
2704	499	512
2705	507	509
2706	509	510
2707	504	508
2708	504	505
2709	508	509
2710	508	512
2711	507	512
2712	512	511
2713	510	509
2714	507	508
2715	511	505
2716	513	508
2717	512	508
2718	510	508
2719	510	506
2720	505	504
2721	505	505
2722	508	506
2723	508	508
2724	503	510
2725	508	509
2726	507	509
2727	509	508
2728	508	508
2729	507	508
2730	510	509
2731	511	510
2732	509	511
2733	509	508
2734	508	512
2735	505	510
2736	506	510
2737	508	508
2738	509	511
2739	511	510
2740	511	508
2741	509	508
2742	508	507
2743	507	510
2744	504	511
2745	502	513
2746	506	514
2747	507	510
2748	507	508
2749	507	509
2750	506	506
2751	506	507
2752	505	507
2753	504	507
2754	505	504
2755	506	508
2756	510	508
2757	515	511
2758	513	511
2759	512	507
2760	514	508
2761	514	505
2762	509	505
2763	506	507
2764	504	512
2765	502	518
2766	501	511
2767	502	508
2768	507	507
2769	510	508
2770	515	508
2771	515	509
2772	509	509
2773	507	510
2774	511	507
2775	511	507
2776	506	507
2777	507	505
2778	503	506
2779	505	507
2780	505	504
2781	507	507
2782	511	508
2783	511	511
2784	511	515
2785	505	512
2786	495	512
2787	495	512
2788	500	509
2789	507	506
2790	506	508
2791	507	508
2792	511	510
2793	508	509
2794	509	507
2795	507	509
2796	508	509
2797	515	511
2798	512	512
2799	508	511
2800	507	506
2801	505	507
2802	504	508
2803	501	509
2804	502	510
2805	507	507
2806	516	511
2807	515	512
2808	511	508
2809	508	506
2810	508	507
2811	512	510
2812	514	508
2813	517	509
2814	514	506
2815	513	508
2816	509	508
2817	500	509
2818	498	512
2819	505	510
2820	504	509
2821	505	508
2822	507	506
2823	506	510
2824	505	506
2825	508	509
2826	510	510
2827	509	510
2828	510	510
2829	509	507
2830	511	509
2831	506	511
2832	510	512
2833	507	512
2834	501	510
2835	502	507
2836	502	508
2837	501	509
2838	501	507
2839	497	509
2840	505	506
2841	515	509
2842	514	512
2843	520	511
2844	519	511
2845	520	509
2846	512	508
2847	507	507
2848	506	511
2849	510	509
2850	513	508
2851	510	508
2852	504	507
2853	497	507
2854	503	508
2855	507	513
2856	505	514
2857	508	509
2858	508	506
2859	509	507
2860	507	507
2861	507	507
2862	505	507
2863	504	509
2864	504	514
2865	504	511
2866	504	508
2867	507	507
2868	510	509
2869	514	512
2870	512	514
2871	511	511
2872	512	510
2873	510	509
2874	508	506
2875	504	508
2876	500	511
2877	502	510
2878	506	512
2879	506	510
2880	510	508
2881	508	507
2882	506	507
2883	503	508
2884	508	511
2885	513	511
2886	514	510
2887	513	512
2888	512	514
2889	511	508
2890	508	508
2891	506	506
2892	506	504
2893	504	509
2894	509	510
2895	514	513
2896	512	511
2897	509	510
2898	510	508
2899	505	505
2900	502	508
2901	504	512
2902	506	513
2903	509	510
2904	504	508
2905	504	506
2906	502	510
2907	508	510
2908	514	511
2909	510	505
2910	503	503
2911	507	505
2912	506	510
2913	508	510
2914	510	511
2915	513	514
2916	508	514
2917	506	510
2918	504	508
2919	506	504
2920	507	507
2921	506	508
2922	505	505
2923	504	509
2924	509	511
2925	509	511
2926	507	510
2927	511	512
2928	509	510
2929	504	508
2930	506	507
2931	504	510
2932	505	509
2933	504	509
2934	502	509
2935	507	509
2936	505	513
2937	509	514
2938	520	508
2939	522	507
2940	523	506
2941	514	505
2942	520	505
2943	526	510
2944	518	511
2945	508	511
2946	504	511
2947	510	511
2948	508	510
2949	505	509
2950	502	507
2951	502	510
2952	500	508
2953	499	508
2954	502	509
2955	507	509
2956	506	510
2957	499	508
2958	495	510
2959	500	512
2960	504	510
2961	509	507
2962	508	508
2963	512	507
2964	516	507
2965	511	508
2966	505	507
2967	504	505
2968	500	508
2969	496	512
2970	499	507
2971	500	510
2972	508	508
2973	514	508
2974	522	508
2975	533	508
2976	524	510
2977	518	511
2978	504	511
2979	503	507
2980	504	510
2981	507	509
2982	507	511
2983	507	510
2984	510	509
2985	507	508
2986	503	511
2987	503	513
2988	502	510
2989	504	508
2990	503	506
2991	503	506
2992	502	507
2993	507	507
2994	509	509
2995	508	509
2996	506	508
2997	510	513
2998	512	510
2999	511	510
3000	507	510
3001	508	508
3002	509	507
3003	510	508
3004	507	511
3005	511	508
3006	510	510
3007	508	512
3008	505	512
3009	508	512
3010	510	512
3011	505	511
3012	500	510
3013	504	509
3014	503	508
3015	509	508
3016	510	506
3017	514	506
3018	516	507
3019	515	507
3020	516	508
3021	513	511
3022	509	511
3023	502	513
3024	499	512
3025	497	507
3026	495	509
3027	499	508
3028	507	507
3029	510	509
3030	516	507
3031	519	507
3032	517	507
3033	514	507
3034	514	508
3035	511	510
3036	501	510
3037	503	510
3038	506	508
3039	500	512
3040	503	509
3041	505	509
3042	507	510
3043	507	507
3044	508	507
3045	515	511
3046	514	514
3047	511	514
3048	507	511
3049	504	511
3050	501	508
3051	501	508
3052	505	505
3053	506	504
3054	510	506
3055	511	509
3056	508	511
3057	510	511
3058	512	510
3059	511	508
3060	509	507
3061	507	508
3062	508	512
3063	503	512
3064	500	512
3065	506	510
3066	508	507
3067	511	506
3068	511	505
3069	506	505
3070	504	507
3071	502	510
3072	509	511
3073	510	511
3074	511	509
3075	511	511
3076	509	509
3077	502	508
3078	499	506
3079	504	505
3080	505	510
3081	511	511
3082	513	510
3083	516	510
3084	516	507
3085	511	505
3086	504	508
3087	506	508
3088	508	510
3089	507	508
3090	510	510
3091	512	509
3092	510	511
3093	505	511
3094	502	510
3095	502	513
3096	504	511
3097	509	508
3098	507	507
3099	508	506
3100	510	508
3101	504	508
3102	506	507
3103	507	503
3104	513	505
3105	515	505
3106	516	509
3107	515	511
3108	511	512
3109	507	510
3110	506	508
3111	504	506
3112	508	505
3113	511	508
3114	510	507
3115	505	509
3116	505	511
3117	505	511
3118	505	509
3119	506	508
3120	506	508
3121	503	514
3122	504	514
3123	513	510
3124	511	510
3125	511	509
3126	510	511
3127	509	509
3128	506	508
3129	505	507
3130	503	505
3131	504	508
3132	508	507
3133	508	510
3134	505	510
3135	506	508
3136	504	508
3137	504	507
3138	507	508
3139	511	510
3140	508	509
3141	513	511
3142	513	507
3143	509	508
3144	507	509
3145	507	512
3146	509	512
3147	509	512
3148	510	512
3149	508	510
3150	504	508
3151	504	508
3152	507	511
3153	508	511
3154	514	511
3155	526	510
3156	520	513
3157	514	513
3158	507	513
3159	504	512
3160	507	509
3161	505	509
3162	504	507
3163	504	508
3164	502	506
3165	503	507
3166	500	510
3167	505	510
3168	507	508
3169	505	508
3170	502	504
3171	505	508
3172	507	511
3173	509	515
3174	508	515
3175	504	516
3176	503	512
3177	509	508
3178	510	507
3179	507	510
3180	504	509
3181	508	505
3182	511	505
3183	511	510
3184	512	510
3185	511	510
3186	506	509
3187	509	507
3188	510	507
3189	512	510
3190	513	508
3191	510	508
3192	510	508
3193	509	509
3194	507	506
3195	509	507
3196	506	511
3197	506	509
3198	508	508
3199	509	510
3200	510	508
3201	507	508
3202	504	509
3203	505	509
3204	510	508
3205	508	512
3206	507	512
3207	507	510
3208	511	509
3209	512	508
3210	509	510
3211	505	510
3212	507	509
3213	504	511
3214	506	509
3215	506	511
3216	507	513
3217	505	510
3218	505	510
3219	500	510
3220	503	511
3221	502	508
3222	508	508
3223	510	512
3224	510	511
3225	507	507
3226	509	506
3227	510	505
3228	510	509
3229	512	513
3230	516	511
3231	512	512
3232	510	510
3233	508	510
3234	507	509
3235	507	510
3236	508	509
3237	510	510
3238	511	510
3239	505	510
3240	505	510
3241	507	510
3242	510	508
3243	508	507
3244	508	509
3245	508	507
3246	504	508
3247	506	507
3248	505	510
3249	509	510
3250	513	512
3251	512	511
3252	508	510
3253	508	508
3254	506	510
3255	505	510
3256	504	510
3257	503	508
3258	500	510
3259	502	509
3260	503	506
3261	506	506
3262	501	502
3263	498	499
3264	499	496
3265	507	498
3266	507	503
3267	510	505
3268	519	504
3269	525	504
3270	519	504
3271	523	504
3272	524	503
3273	518	504
3274	510	511
3275	509	511
3276	506	514
3277	507	515
3278	503	517
3279	503	517
3280	504	514
3281	507	513
3282	505	513
3283	508	513
3284	507	513
3285	504	515
3286	505	513
3287	504	513
3288	504	511
3289	504	511
3290	503	510
3291	505	510
3292	505	509
3293	507	511
3294	506	510
3295	506	512
3296	507	509
3297	505	508
3298	505	510
3299	506	509
3300	508	510
3301	509	512
3302	508	511
3303	508	511
3304	510	511
3305	512	510
3306	513	509
3307	511	511
3308	511	510
3309	507	511
3310	506	509
3311	503	507
3312	502	506
3313	505	508
3314	504	509
3315	507	508
3316	504	505
3317	507	508
3318	509	506
3319	511	507
3320	515	505
3321	515	510
3322	512	511
3323	507	508
3324	506	508
3325	506	507
3326	499	510
3327	495	508
3328	507	506
3329	513	508
3330	519	510
3331	520	508
3332	516	508
3333	514	507
3334	512	509
3335	506	513
3336	503	510
3337	503	509
3338	505	509
3339	505	510
3340	505	510
3341	506	510
3342	514	511
3343	511	509
3344	508	511
3345	509	513
3346	507	510
3347	505	508
3348	506	510
3349	508	509
3350	507	507
3351	506	506
3352	503	508
3353	504	508
3354	506	510
3355	509	507
3356	510	506
3357	512	511
3358	508	511
3359	505	510
3360	507	509
3361	511	507
3362	512	505
3363	513	504
3364	507	509
3365	506	508
3366	503	508
3367	503	510
3368	499	508
3369	500	512
3370	500	511
3371	502	511
3372	508	512
3373	508	509
3374	510	512
3375	507	511
3376	511	512
3377	511	511
3378	511	509
3379	508	508
3380	512	507
3381	514	509
3382	509	508
3383	512	506
3384	508	507
3385	510	506
3386	512	508
3387	513	509
3388	511	508
3389	512	511
3390	515	513
3391	510	512
3392	506	509
3393	504	510
3394	503	508
3395	507	508
3396	505	508
3397	504	506
3398	506	507
3399	512	503
3400	514	504
3401	504	508
3402	504	509
3403	505	511
3404	510	513
3405	511	508
3406	510	507
3407	510	510
3408	509	509
3409	510	509
3410	507	507
3411	504	507
3412	507	507
3413	510	511
3414	508	509
3415	502	510
3416	503	512
3417	500	511
3418	503	512
3419	507	510
3420	507	508
3421	504	510
3422	504	510
3423	508	511
3424	508	509
3425	504	508
3426	510	508
3427	515	504
3428	516	509
3429	515	508
3430	515	507
3431	509	508
3432	508	512
3433	502	513
3434	503	515
3435	506	513
3436	508	512
3437	510	505
3438	507	506
3439	509	505
3440	514	507
3441	510	505
3442	508	509
3443	505	507
3444	507	510
3445	503	512
3446	501	512
3447	506	509
3448	504	509
3449	502	508
3450	502	507
3451	504	509
3452	511	507
3453	518	510
3454	519	508
3455	516	510
3456	512	508
3457	512	506
3458	513	506
3459	508	509
3460	504	510
3461	505	511
3462	510	510
3463	509	508
3464	511	508
3465	511	508
3466	508	511
3467	505	511
3468	505	511
3469	508	510
3470	506	505
3471	506	505
3472	504	502
3473	504	505
3474	506	507
3475	508	510
3476	508	510
3477	507	515
3478	511	514
3479	512	512
3480	508	509
3481	507	510
3482	506	505
3483	500	509
3484	503	513
3485	504	511
3486	502	511
3487	502	508
3488	506	509
3489	513	507
3490	510	507
3491	513	507
3492	513	507
3493	513	507
3494	512	508
3495	516	508
3496	513	509
3497	511	512
3498	505	510
3499	504	512
3500	507	512
3501	505	513
3502	505	511
3503	507	510
3504	505	508
3505	503	505
3506	508	507
3507	508	507
3508	508	507
3509	503	509
3510	504	508
3511	507	505
3512	508	506
3513	514	505
3514	513	509
3515	509	510
3516	507	511
3517	508	511
3518	508	509
3519	507	508
3520	504	509
3521	505	509
3522	508	511
3523	504	508
3524	504	505
3525	505	510
3526	507	512
3527	509	510
3528	511	511
3529	512	508
3530	510	509
3531	510	508
3532	510	509
3533	511	511
3534	511	510
3535	508	509
3536	509	510
3537	507	510
3538	511	508
3539	505	509
3540	508	512
3541	511	511
3542	508	508
3543	507	510
3544	504	513
3545	506	510
